Event	ID	Name			Wwise Object Path	Notes
	100151336	Ambient_Campfire_Stop			\Mario Work Unit\Ambient\3D Emitters\Ambient_Campfire_Stop	
	120976108	Ambient_Torch			\Mario Work Unit\Ambient\3D Emitters\Ambient_Torch	
	452547817	Stop_All			\Francesc Work Unit\Stop_All	
	808893336	UI_QuestRoll_Close			\Francesc Work Unit\Quest Roll\UI_QuestRoll_Close	
	844130829	Quest_CompleteCollection			\Francesc Work Unit\Quest Roll\Quest_CompleteCollection	
	949395292	UI_QuestRoll_Open			\Francesc Work Unit\Quest Roll\UI_QuestRoll_Open	
	2199611969	UI_Inventory_Open			\Francesc Work Unit\Inventory\UI_Inventory_Open	
	2278290679	UI_Inventory_Close			\Francesc Work Unit\Inventory\UI_Inventory_Close	
	2355650095	Ambient_Crystal_Hum			\Mario Work Unit\Ambient\3D Emitters\Ambient_Crystal_Hum	
	2453392179	Player_Footstep			\Francesc Work Unit\Footsteps\Player_Footstep	
	2792117052	UI_QuestRoll_Hide			\Francesc Work Unit\Quest Roll\UI_QuestRoll_Hide	
	3240473869	Quest_Complete			\Francesc Work Unit\Quest Roll\Quest_Complete	
	3664581270	Ambient_Campfire_Play			\Mario Work Unit\Ambient\3D Emitters\Ambient_Campfire_Play	
	3695342915	Player_WeaponImpact			\Mario Work Unit\Player_WeaponImpact	
	3699139167	UI_QuestRoll_Show			\Francesc Work Unit\Quest Roll\UI_QuestRoll_Show	
	3741135221	Music_Region			\Francesc Work Unit\Music\Music_Region	
	3749307760	UI_Inventory_Roll			\Francesc Work Unit\Inventory\UI_Inventory_Roll	
	4254124015	Destruction_Container			\Francesc Work Unit\Destruction\Destruction_Container	
	4275106484	Ambient_Lava			\Mario Work Unit\Ambient\3D Emitters\Ambient_Lava	

Switch Group	ID	Name			Wwise Object Path	Notes
	3251833556	Player_Weapon_Type			\Mario Work Unit\Player_Weapon_Type	
	4064446173	Surface_Type			\Francesc Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	490825222	PickAxe	Player_Weapon_Type			
	703486095	Hammer	Player_Weapon_Type			
	765201635	Axe	Player_Weapon_Type			
	2454616260	Sword	Player_Weapon_Type			
	3732162827	Dagger	Player_Weapon_Type			
	286660663	Rubble	Surface_Type			
	389757836	Agent	Surface_Type			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2473969246	Metal	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	3444057113	Crystal	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	2106907484	Music_Regions			\Francesc Work Unit\Music_Regions	

State	ID	Name	State Group			Notes
	608898761	Dungeon	Music_Regions			
	748895195	None	Music_Regions			
	1421251628	Woodlands	Music_Regions			
	1850388778	Desert	Music_Regions			
	3132368115	WwizardHouse	Music_Regions			
	3160623154	Silent	Music_Regions			
	3424056949	Nowhere	Music_Regions			
	3945572659	Village	Music_Regions			
	4122393694	Cave	Music_Regions			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Francesc Work Unit\Player_MovementSpeed	
	2642438544	MenuSlider_Music_Volume			\Francesc Work Unit\MenuSlider_Music_Volume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	102571161	BAS_Player_Footstep_sand_run_02	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_02		26958
	113654615	BAS_Player_Footstep_rubble_run_01	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_01		26756
	120523823	BAS_Player_Footstep_stone_walk_01	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_01		47220
	126024015	BAS_Impact_PickAxe_SurfaceType_Crate	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Impact_PickAxe_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Weapons\Weapons\PickAxe\BAS_Impact_PickAxe_SurfaceType_Crate		34946
	130942821	BAS_Player_Footstep_stone_walk_04	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_04		45328
	152570453	BAS_Player_Footstep_grass_walk_06	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_06		47032
	157734107	BAS_Player_Footstep_grass_walk_05	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_05		47410
	157864008	BAS_Player_Footstep_wood_walk_01	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Wood\BAS_Player_Footstep_wood_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Wood\BAS_Player_Footstep_wood_walk_01		47220
	159470684	BAS_Impact_Dagger_SurfaceType_Grass	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Grass_10C4C929.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Weapons\Weapons\Dagger\BAS_Impact_Dagger_SurfaceType_Grass		56040
	168883857	BAS_Player_Footstep_water_walk_03	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Water\BAS_Player_Footstep_water_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Water\BAS_Player_Footstep_water_walk_03		48070
	192753142	Village_120BPM_4_4_L8M_P1M	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Village_120BPM_4_4_L8M_P1M_D79FB2B7.wem		\Interactive Music Hierarchy\Francesc Work Unit\Music Region\Village\Village_120BPM_4_4_L8M_P1M\Village_120BPM_4_4_L8M_P1M		4224160
	193372031	Cave_Silent_WwizardHouse_120BPM_L8M_P0	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Cave_Silent_WwizardHouse_120BPM_L8M_P0_D79FB2B7.wem		\Interactive Music Hierarchy\Francesc Work Unit\Music Region\Cave_Silent_WwizardHouse\Cave_Silent_WwizardHouse_120BPM_L8M_P0\Cave_Silent_WwizardHouse_120BPM_L8M_P0		1728096
	195737813	BAS_Inventory_Close	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Inventory_Close_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Inventory\BAS_Inventory_Close		46656
	209327340	BAS_Player_Footstep_water_run_06	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Water\BAS_Player_Footstep_water_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Water\BAS_Player_Footstep_water_run_06		25928
	220816912	BAS_Crate_Destroy_06	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Crate_Destroy_06_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Destruction\Container\BAS_Crate_Destroy_06		125102
	223813321	BAS_QuestRoll_Hide	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_QuestRoll_Hide_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Quest Roll\BAS_QuestRoll_Hide		76836
	224311021	BAS_Impact_Axe_SurfaceType_Dirt	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Weapons\Weapons\Axe\BAS_Impact_Axe_SurfaceType_Dirt		35434
	248535274	BAS_Player_Footstep_grass_run_04	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_04		26120
	262536021	BAS_Player_Footstep_sand_run_04	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_04		27134
	277244004	BAS_Crystal_Ringing	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Crystal_Ringing_D79FB2B7.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Ambient\3D Emitters\BAS_Crystal_Ringing		2469760
	280014341	Dungeon_120BPM_4_4_L8M_P1M	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Dungeon_120BPM_4_4_L8M_P1M_D79FB2B7.wem		\Interactive Music Hierarchy\Francesc Work Unit\Music Region\Dungeon\Dungeon_120BPM_4_4_L8M_P1M\Dungeon_120BPM_4_4_L8M_P1M		4224160
	293302684	BAS_Impact_Dagger_SurfaceType_Dirt	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Weapons\Weapons\Dagger\BAS_Impact_Dagger_SurfaceType_Dirt		41194
	310711816	BAS_QuestRoll_Open	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_QuestRoll_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Quest Roll\BAS_QuestRoll_Open		104510
	312481873	BAS_Impact_Dagger_SurfaceType_Crate	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Weapons\Weapons\Dagger\BAS_Impact_Dagger_SurfaceType_Crate		54176
	314394751	BAS_Torch	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Torch_D79FB2B7.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Ambient\3D Emitters\BAS_Torch		448524
	315398673	BAS_Impact_Dagger_SurfaceType_Barrel	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Impact_Dagger_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Weapons\Weapons\Dagger\BAS_Impact_Dagger_SurfaceType_Barrel		73416
	325279972	BAS_Player_Footstep_stone_walk_05	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_05		47410
	339127734	BAS_Crate_Destroy_05	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Crate_Destroy_05_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Destruction\Container\BAS_Crate_Destroy_05		96650
	344312876	BAS_Player_Footstep_sand_walk_05	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Sand\BAS_Player_Footstep_sand_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Sand\BAS_Player_Footstep_sand_walk_05		23480
	345917813	BAS_Player_Footstep_wood_run_06	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_06		25928
	350062556	BAS_Player_Footstep_water_walk_06	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Water\BAS_Player_Footstep_water_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Water\BAS_Player_Footstep_water_walk_06		47032
	375028595	BAS_Player_Footstep_rubble_run_06	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_06		25928
	382004430	BAS_Player_Footstep_wood_run_03	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_03		26496
	395745258	BAS_Player_Footstep_dirt_walk_03	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Dirt\BAS_Player_Footstep_dirt_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Dirt\BAS_Player_Footstep_dirt_walk_03		48070
	409777183	BAS_Player_Footstep_stone_run_05	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_05		23270
	420894935	BAS_Impact_Sword_SurfaceType_Stone	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Impact_Sword_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Weapons\Weapons\Sword\BAS_Impact_Sword_SurfaceType_Stone		115352
	441894670	BAS_Player_Footstep_stone_walk_03	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_03		48070
	442684008	BAS_Player_Footstep_sand_run_05	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_05		25748
	453400719	BAS_Player_Footstep_rubble_run_05	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_05		23270
	454690251	BAS_Player_Footstep_wood_walk_06	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Wood\BAS_Player_Footstep_wood_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Wood\BAS_Player_Footstep_wood_walk_06		47032
	467371039	BAS_Impact_Axe_SurfaceType_Leaves	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Impact_Axe_SurfaceType_Leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Mario Work Unit\Weapons\Weapons\Axe\BAS_Impact_Axe_SurfaceType_Leaves		44120
	492077400	BAS_Inventory_Scroll	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\BAS_Inventory_Scroll_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Inventory\BAS_Inventory_Scroll		53988
	497807794	BAS_Player_Footstep_dirt_run_03	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_03		26496
	502572742	BAS_Player_Footstep_grass_walk_01	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_01		47220
	514300062	BAS_Player_Footstep_sand_run_01	C:\Users\TheFr\OneDrive\Documentos\GitHub\WwiseAudioProject\Wwise Adventure Game Project\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Francesc Work Unit\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_01		29200
